Record_type,Start_year,End_year,Date,Place_sign,Accounts_type,Area_content,State,Creator,Title,Useful_info,Reference,Page_start,Page_end,Digitized,Transcribed,Tabulated,Digitized_link,Transcription_link,Table_link,Archival_portal_link
Regnskapsvedlegg,1715,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856","1 Skattemanntall, russiske og svenske finner",RA/EA-4092/R69/L4856,389,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/389,x,x,x
Regnskapsvedlegg,1715,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856","2 Skatt og leidang, sjøfinner",RA/EA-4092/R69/L4856,398,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/398,x,x,x
Regnskapsvedlegg,1715,1715,,,,Sørøya,Danmark,,"Fogderegnskap, nr. 4856",3 Avgift av Sørøya,RA/EA-4092/R69/L4856,425,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/425,x,x,x
Regnskapsvedlegg,1715,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",Vedlegg,RA/EA-4092/R69/L4856,428,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/428,x,x,x
Regnskapsvedlegg,1715,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",6-8 Tiende og oppgaver over skipslastene,RA/EA-4092/R69/L4856,434,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/434,x,x,x
Regnskapsvedlegg,1715,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",9-11 Sikt og sakefall,RA/EA-4092/R69/L4856,475,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/475,x,x,x
Regnskapsvedlegg,1715,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",Vedlegg,RA/EA-4092/R69/L4856,494,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/494,x,x,x
Regnskapsvedlegg,1715,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",15 Krigsstyr,RA/EA-4092/R69/L4856,501,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/501,x,x,x
Regnskapsvedlegg,1715,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",Vedlegg,RA/EA-4092/R69/L4856,510,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/510,x,x,x
Innholdfortegnelse,1709,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",Innholdsfortegnelse mappe 4,RA/EA-4092/R69/L4856,537,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/537,x,x,x
Regnskapsvedlegg,1709,1713,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",Antegnelser,RA/EA-4092/R69/L4856,538,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/538,x,x,x
Regnskapsvedlegg,1714,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",Antegnelser,RA/EA-4092/R69/L4856,650,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/650,x,x,x
Regnskap,1709,1715,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4856",Summarisk ekstrakt,RA/EA-4092/R69/L4856,685,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48954/685,x,x,x
Regnskap m. vedlegg,1716,1718,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4857",Stykke/ mappe,RA/EA-4092/R69/L4857,1,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/1,x,x,x
Innholdfortegnelse,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Innholdsfortegnelse mappe 1,RA/EA-4092/R69/L4857,2,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/2,x,x,x
Regnskap,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Regnskap,RA/EA-4092/R69/L4857,4,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/4,x,x,x
Regnskap,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Summarisk ekstrakt,RA/EA-4092/R69/L4857,12,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/12,x,x,x
Innholdfortegnelse,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Liste over vedlegg,RA/EA-4092/R69/L4857,17,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/17,x,x,x
Regnskapsvedlegg,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857","1 Skattemanntall, russiske og svenske finner",RA/EA-4092/R69/L4857,19,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/19,x,x,x
Regnskapsvedlegg,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857","2 Skatt og leidang, sjøfinner",RA/EA-4092/R69/L4857,28,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/28,x,x,x
Regnskapsvedlegg,1716,1716,,,,Sørøya,Danmark,,"Fogderegnskap, nr. 4857",3 Avgift av Sørøya,RA/EA-4092/R69/L4857,57,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/57,x,x,x
Regnskapsvedlegg,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Vedlegg,RA/EA-4092/R69/L4857,60,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/60,x,x,x
Regnskapsvedlegg,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",6-8 Tiende og oppgaver over skipslastene,RA/EA-4092/R69/L4857,66,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/66,x,x,x
Regnskapsvedlegg,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",9-14 Sikt og sakefall,RA/EA-4092/R69/L4857,120,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/120,x,x,x
Regnskapsvedlegg,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",15-21,RA/EA-4092/R69/L4857,144,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/144,x,x,x
Regnskapsvedlegg,1716,1716,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Antegnelser,RA/EA-4092/R69/L4857,172,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/172,x,x,x
Innholdfortegnelse,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Innholdsfortegnelse mappe 2,RA/EA-4092/R69/L4857,191,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/191,x,x,x
Regnskap,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Summarisk ekstrakt,RA/EA-4092/R69/L4857,202,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/202,x,x,x
Regnskapsvedlegg,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857","1 Skattemanntall, russiske og svenske finner",RA/EA-4092/R69/L4857,207,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/207,x,x,x
Regnskapsvedlegg,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857","2-3 Skatt og leidang, sjøfinner",RA/EA-4092/R69/L4857,216,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/216,x,x,x
Regnskapsvedlegg,1717,1717,,,,Sørøya,Danmark,,"Fogderegnskap, nr. 4857",4 Avgift av Sørøya,RA/EA-4092/R69/L4857,248,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/248,x,x,x
Regnskapsvedlegg,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Vedlegg,RA/EA-4092/R69/L4857,251,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/251,x,x,x
Regnskapsvedlegg,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",20-47 Oppgaver over skipslastene,RA/EA-4092/R69/L4857,278,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/278,x,x,x
Regnskapsvedlegg,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",48 Tiende,RA/EA-4092/R69/L4857,310,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/310,x,x,x
Regnskapsvedlegg,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",49-62 Sikt og sakefall,RA/EA-4092/R69/L4857,313,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/313,x,x,x
Regnskapsvedlegg,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Vedlegg,RA/EA-4092/R69/L4857,339,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/339,x,x,x
Regnskapsvedlegg,1717,1717,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Antegnelser,RA/EA-4092/R69/L4857,366,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/366,x,x,x
Innholdfortegnelse,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Innholdsfortegnelse mappe 3,RA/EA-4092/R69/L4857,423,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/423,x,x,x
Regnskap,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Regnskap,RA/EA-4092/R69/L4857,425,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/425,x,x,x
Regnskap,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Summarisk ekstrakt,RA/EA-4092/R69/L4857,434,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/434,x,x,x
Regnskapsvedlegg,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857","1 Skattemanntall, russiske og svenske finner",RA/EA-4092/R69/L4857,439,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/439,x,x,x
Regnskapsvedlegg,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857","2-3 Skatt og leidang, sjøfinner",RA/EA-4092/R69/L4857,448,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/448,x,x,x
Regnskapsvedlegg,1718,1718,,,,Sørøya,Danmark,,"Fogderegnskap, nr. 4857",4 Avgift av Sørøya,RA/EA-4092/R69/L4857,477,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/477,x,x,x
Regnskapsvedlegg,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Vedlegg,RA/EA-4092/R69/L4857,480,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/480,x,x,x
Regnskapsvedlegg,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",7-16 Tiende,RA/EA-4092/R69/L4857,484,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/484,x,x,x
Regnskapsvedlegg,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",20-47 Oppgaver over skipslastene,RA/EA-4092/R69/L4857,499,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/499,x,x,x
Regnskapsvedlegg,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",49 Tiende,RA/EA-4092/R69/L4857,534,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/534,x,x,x
Regnskapsvedlegg,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",50-66 Sikt og sakefall,RA/EA-4092/R69/L4857,536,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/536,x,x,x
Regnskapsvedlegg,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Vedlegg,RA/EA-4092/R69/L4857,565,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/565,x,x,x
Regnskapsvedlegg,1718,1718,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4857",Antegnelser,RA/EA-4092/R69/L4857,580,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48955/580,x,x,x
Regnskap m. vedlegg,1719,1720,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4858",Stykke/ mappe,RA/EA-4092/R69/L4858,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1721,1722,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4859",Stykke/ mappe,RA/EA-4092/R69/L4859,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1723,1724,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4860",Stykke/ mappe,RA/EA-4092/R69/L4860,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1725,1726,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4861",Stykke/ mappe,RA/EA-4092/R69/L4861,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1727,1728,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4862",Stykke/ mappe,RA/EA-4092/R69/L4862,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1729,1730,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4863",Stykke/ mappe,RA/EA-4092/R69/L4863,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1731,1731,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4864",Stykke/ mappe,RA/EA-4092/R69/L4864,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1732,1732,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4865",Stykke/ mappe,RA/EA-4092/R69/L4865,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1733,1733,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4866",Stykke/ mappe,RA/EA-4092/R69/L4866,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1734,1734,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4867",Stykke/ mappe,RA/EA-4092/R69/L4867,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1735,1735,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4868",Stykke/ mappe,RA/EA-4092/R69/L4868,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1736,1737,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4869",Stykke/ mappe,RA/EA-4092/R69/L4869,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1738,1738,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4870",Stykke/ mappe,RA/EA-4092/R69/L4870,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1739,1739,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4871",Stykke/ mappe,RA/EA-4092/R69/L4871,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1740,1741,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4872",Stykke/ mappe,RA/EA-4092/R69/L4872,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1742,1743,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4873",Stykke/ mappe,RA/EA-4092/R69/L4873,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1744,1745,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4874",Stykke/ mappe,RA/EA-4092/R69/L4874,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1746,1747,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4875",Stykke/ mappe,RA/EA-4092/R69/L4875,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1748,1749,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4876",Stykke/ mappe,RA/EA-4092/R69/L4876,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1750,1751,,,Fogderegnskap,Finnmark,Danmark,div.,"Fogderegnskap, nr. 4877",Stykke/ mappe,RA/EA-4092/R69/L4877,,,Nei,Nei,Nei,x,x,x,x
Regnskap m. vedlegg,1690,1693,,,Fogderegnskap,Troms,Danmark,div.,"Fogderegnskap, nr. 4751",Stykke/ mappe,AV/RA-EA-4092/R68/L4751,1,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/2,x,x,x
Innholdfortegnelse,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Innholdsfortegnelse mappe 1,AV/RA-EA-4092/R68/L4751,1,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/1,x,x,x
Regnskap,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Ekstraktregnskap Troms,AV/RA-EA-4092/R68/L4751,2,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/2,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",A Matrikkel Troms,AV/RA-EA-4092/R68/L4751,8,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/8,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",B Nasjonale regimenters skatt Troms,AV/RA-EA-4092/R68/L4751,21,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/21,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751","C Husmannsskatt, handel og bruk Troms",AV/RA-EA-4092/R68/L4751,38,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/38,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",D Skatt av tjenestedrenger Troms,AV/RA-EA-4092/R68/L4751,42,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/42,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",E Konsumpsjon og folkeskatt Troms,AV/RA-EA-4092/R68/L4751,45,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/45,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",F Kopp- og ildstedskatt Troms,AV/RA-EA-4092/R68/L4751,49,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/49,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",G Odelskatt Troms,AV/RA-EA-4092/R68/L4751,53,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/53,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",H Rosstjeneste Troms,AV/RA-EA-4092/R68/L4751,59,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/59,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",I Vrak,AV/RA-EA-4092/R68/L4751,65,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/65,x,x,x
Regnskapsvedlegg,1690,1690,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",nr. 1-6 (nr. 2 postbønder),AV/RA-EA-4092/R68/L4751,66,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/66,x,x,x
Innholdfortegnelse,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Innholdsfortegnelse mappe 2,AV/RA-EA-4092/R68/L4751,75,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/75,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",A Matrikkel Troms,AV/RA-EA-4092/R68/L4751,76,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/76,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",B Nasjonale regimenters skatt Troms,AV/RA-EA-4092/R68/L4751,87,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/87,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",C Odelskatt Troms,AV/RA-EA-4092/R68/L4751,102,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/102,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",D Rosstjeneste Troms,AV/RA-EA-4092/R68/L4751,108,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/108,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",E Konsumpsjon og folkeskatt Troms,AV/RA-EA-4092/R68/L4751,114,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/114,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",F Kopp- og ildstedskatt Troms,AV/RA-EA-4092/R68/L4751,118,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/118,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751","G Skatt av husmenn, peppersvenner og ledige pers.",AV/RA-EA-4092/R68/L4751,122,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/122,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",H Skatt av tjenestedrenger Troms,AV/RA-EA-4092/R68/L4751,125,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/125,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",I Tingsvitne Troms,AV/RA-EA-4092/R68/L4751,128,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/128,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",nr. 1-8 Troms (nr. 5 postbønder),AV/RA-EA-4092/R68/L4751,129,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/129,x,x,x
Innholdfortegnelse,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Innholdsfortegnelse mappe 3,AV/RA-EA-4092/R68/L4751,140,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/140,x,x,x
Regnskap,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Ekstraktregnskap Troms,AV/RA-EA-4092/R68/L4751,141,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/141,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",A Matrikkel Troms,AV/RA-EA-4092/R68/L4751,146,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/146,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",B Nasjonale regimenters skatt Troms,AV/RA-EA-4092/R68/L4751,156,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/156,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",C Odelsskatt Troms,AV/RA-EA-4092/R68/L4751,170,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/170,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",D Rosstjeneste Troms,AV/RA-EA-4092/R68/L4751,175,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/175,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",E Konsumpsjon og folkeskatt Troms,AV/RA-EA-4092/R68/L4751,181,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/181,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",F Skatt av husmenn og peppersvenner Troms,AV/RA-EA-4092/R68/L4751,185,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/185,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",G Skatt av tjenestedrenger Troms,AV/RA-EA-4092/R68/L4751,188,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/188,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",H Kopp- og ildstedskatt Troms,AV/RA-EA-4092/R68/L4751,191,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/191,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Utgiftsvedlegg,AV/RA-EA-4092/R68/L4751,195,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/195,x,x,x
Innholdfortegnelse,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Innholdsfortegnelse mappe 4,AV/RA-EA-4092/R68/L4751,201,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/201,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Amtmann Tønders regnskap over nordlandske intrader,AV/RA-EA-4092/R68/L4751,202,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/202,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Vedlegg,AV/RA-EA-4092/R68/L4751,205,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/205,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751","Til amtmann Tønders regnskap, med vedlegg",AV/RA-EA-4092/R68/L4751,263,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/263,x,x,x
Innholdfortegnelse,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Innholdsfortegnelse mappe 5,AV/RA-EA-4092/R68/L4751,281,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/281,x,x,x
Regnskap,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Regnskap (defekt),AV/RA-EA-4092/R68/L4751,282,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/282,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",A Matrikkel Troms,AV/RA-EA-4092/R68/L4751,286,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/286,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",B Odelsskatt Troms,AV/RA-EA-4092/R68/L4751,300,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/300,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",C Rosstjeneste Troms,AV/RA-EA-4092/R68/L4751,306,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/306,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",D Husmannskatt Troms,AV/RA-EA-4092/R68/L4751,312,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/312,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",E Skatt av tjenestedrenger Troms,AV/RA-EA-4092/R68/L4751,315,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/315,x,x,x
