Record_type,Start_year,End_year,Date,Place_sign,Accounts_type,Area_content,State,Creator,Title,Useful_info,Reference,Page_start,Page_end,Digitized,Transcribed,Tabulated,Digitized_link,Transcription_link,Table_link,Archival_portal_link
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",F Konsumpsjon og folkeskatt Troms,AV/RA-EA-4092/R68/L4751,318,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/318,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",nr. 1-3 Troms (nr. 2 postbønder),AV/RA-EA-4092/R68/L4751,321,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/321,x,x,x
Regnskapsvedlegg,1690,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4751",Antegnelser Troms,AV/RA-EA-4092/R68/L4751,327,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48849/327,x,x,x
Regnskap m. vedlegg,1691,1693,,,Fogderegnskap,Troms,Danmark,div.,"Fogderegnskap, nr. 4752",Stykke/ mappe,AV/RA-EA-4092/R68/L4752,1,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/2,x,x,x
Innholdfortegnelse,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Innholdsfortegnelse mappe 1,AV/RA-EA-4092/R68/L4752,1,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/1,x,x,x
Regnskap,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Ekstraktregnskap Senja,AV/RA-EA-4092/R68/L4752,2,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/2,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",A Jordebok med manntall Senja,AV/RA-EA-4092/R68/L4752,8,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/8,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",B Skatt av vergemenn og husmenn Senja,AV/RA-EA-4092/R68/L4752,31,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/31,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752","C Skatt av strandsittere, selvfostrekarer og tj.",AV/RA-EA-4092/R68/L4752,36,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/36,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",D Vergemenn og husmenns nasjonale regiments skatt,AV/RA-EA-4092/R68/L4752,41,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/41,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",E Strandsittere og tjenestedrengers nasj. reg. sk.,AV/RA-EA-4092/R68/L4752,47,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/47,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",F Jordebok på odelsgods Senja,AV/RA-EA-4092/R68/L4752,52,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/52,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",G Rosstjeneste Senja,AV/RA-EA-4092/R68/L4752,59,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/59,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",H Konsumpsjon og folkeskatt Senja,AV/RA-EA-4092/R68/L4752,68,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/68,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",I-K Kopp- og ildstedskatt Senja,AV/RA-EA-4092/R68/L4752,73,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/73,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",L Kongens bygsel Senja,AV/RA-EA-4092/R68/L4752,76,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/76,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",M Sikt og sakefall Senja,AV/RA-EA-4092/R68/L4752,79,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/79,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",N Fjellfinner og lapper som har betalt skatt Senja,AV/RA-EA-4092/R68/L4752,87,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/87,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",O Jordebok på kongens landskyld og grunnleie Senja,AV/RA-EA-4092/R68/L4752,90,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/90,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",P Tredjeårstake Senja,AV/RA-EA-4092/R68/L4752,99,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/99,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Q Leidang Senja,AV/RA-EA-4092/R68/L4752,108,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/108,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",R Fisketiende Senja,AV/RA-EA-4092/R68/L4752,123,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/123,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",S Korn- og ostetiende Senja,AV/RA-EA-4092/R68/L4752,127,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/127,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",T Tredjeårstake Giskegods Senja,AV/RA-EA-4092/R68/L4752,130,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/130,x,x,x
Regnskapsvedlegg,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",nr. 1-12 Senja (nr. 12 postbønder),AV/RA-EA-4092/R68/L4752,133,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/133,x,x,x
Regnskap,1691,1691,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Ekstrakt Senja,AV/RA-EA-4092/R68/L4752,147,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/147,x,x,x
Innholdfortegnelse,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Innholdsfortegnelse mappe 2,AV/RA-EA-4092/R68/L4752,155,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/155,x,x,x
Regnskap,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Ekstraktregnskap Senja,AV/RA-EA-4092/R68/L4752,156,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/156,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",A Jordebok med manntall Senja,AV/RA-EA-4092/R68/L4752,162,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/162,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752","B Manntall vergemenn, husmenn, strandsittere etc.",AV/RA-EA-4092/R68/L4752,187,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/187,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752","C Vergemenn, husmenn, strandsit., selvfostrekarer",AV/RA-EA-4092/R68/L4752,192,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/192,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",D Jordebok odelskatt og rosstjeneste Senja,AV/RA-EA-4092/R68/L4752,199,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/199,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",E Konsumpsjon og folkeskatt Senja,AV/RA-EA-4092/R68/L4752,205,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/205,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",F Kopp- og ildstedskatt Senja,AV/RA-EA-4092/R68/L4752,211,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/211,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752","G Bygsel, sikt, sakefall, finne- og lappesk. Senja",AV/RA-EA-4092/R68/L4752,216,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/216,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",H Jordebok på kongens landskyld og grunnleie Senja,AV/RA-EA-4092/R68/L4752,230,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/230,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",K Fisketienden Senja,AV/RA-EA-4092/R68/L4752,241,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/241,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",L Korntienden Senja,AV/RA-EA-4092/R68/L4752,245,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/245,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",M Kjøp av jordeboksinntekter Senja,AV/RA-EA-4092/R68/L4752,248,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/248,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",N Jordebok Giske gods Senja,AV/RA-EA-4092/R68/L4752,249,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/249,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",I Manntall på kongens leding,AV/RA-EA-4092/R68/L4752,253,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/253,x,x,x
Regnskapsvedlegg,1692,1692,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",nr. 1-22 Senja (nr. 18 postbønder),AV/RA-EA-4092/R68/L4752,270,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/270,x,x,x
Regnskapsvedlegg,1692,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Senja og Troms,AV/RA-EA-4092/R68/L4752,296,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/296,x,x,x
Innholdfortegnelse,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Innholdsfortegnelse mappe 3,AV/RA-EA-4092/R68/L4752,324,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/324,x,x,x
Regnskap,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Ekstraktregnskap Senja,AV/RA-EA-4092/R68/L4752,325,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/325,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",A Jordebok med manntall Senja,AV/RA-EA-4092/R68/L4752,330,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/330,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752","B Manntall vergemenn, husmenn, strandsittere etc.",AV/RA-EA-4092/R68/L4752,355,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/355,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",C Jordebok odelsskatt og rosstjeneste Senja,AV/RA-EA-4092/R68/L4752,361,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/361,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",D Konsumpsjon og folkeskatt Senja,AV/RA-EA-4092/R68/L4752,367,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/367,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752","E Bygsel, sikt, sakefall, finne- og lappesk. Senja",AV/RA-EA-4092/R68/L4752,373,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/373,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",F Jordebok på kongens landskyld og grunnleie Senja,AV/RA-EA-4092/R68/L4752,378,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/378,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",G Manntall kongens leidang Senja,AV/RA-EA-4092/R68/L4752,390,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/390,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",H-I Kongens tredjepart av tienden,AV/RA-EA-4092/R68/L4752,406,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/406,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",nr. 1-20 Senja (nr. 9 postbønder),AV/RA-EA-4092/R68/L4752,415,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/415,x,x,x
Regnskapsvedlegg,1693,1693,,,,Troms,Danmark,,"Fogderegnskap, nr. 4752",Senja,AV/RA-EA-4092/R68/L4752,437,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48850/437,x,x,x
Regnskap m. vedlegg,1694,1696,,,Fogderegnskap,Troms,Danmark,div.,"Fogderegnskap, nr. 4753",Stykke/ mappe,AV/RA-EA-4092/R68/L4753,1,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/3,x,x,x
Innholdfortegnelse,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",Innholdsfortegnelse mappe 1,AV/RA-EA-4092/R68/L4753,2,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/2,x,x,x
Regnskap,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",Regnskap,AV/RA-EA-4092/R68/L4753,4,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/4,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",A Jordebok,AV/RA-EA-4092/R68/L4753,11,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/11,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753","B Drenge-, husmanns-, håndverker- og strandsit.sk.",AV/RA-EA-4092/R68/L4753,37,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/37,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",C Odelsskatt og Rosstjeneste,AV/RA-EA-4092/R68/L4753,45,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/45,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",D Konsumpsjon og folkeskatt,AV/RA-EA-4092/R68/L4753,52,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/52,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753","E Byksel, Sikt og sakefall, Finne- og lappskatt",AV/RA-EA-4092/R68/L4753,59,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/59,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",F Landskyld og grunnleie,AV/RA-EA-4092/R68/L4753,77,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/77,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",G Tredjeårstake,AV/RA-EA-4092/R68/L4753,89,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/89,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",H Leidang,AV/RA-EA-4092/R68/L4753,100,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/100,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",I Kongens anpart av fiske- og ravtienden,AV/RA-EA-4092/R68/L4753,119,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/119,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",K Kongens anpart av korn- og ostetienden,AV/RA-EA-4092/R68/L4753,125,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/125,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753","Utgiftsvedlegg, Senja",AV/RA-EA-4092/R68/L4753,130,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/130,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",A Jordebok,AV/RA-EA-4092/R68/L4753,179,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/179,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753","B Drenge-, husmanns-, håndverker- og strandsit.sk.",AV/RA-EA-4092/R68/L4753,193,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/193,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",C Odelsskatt og Rosstjeneste,AV/RA-EA-4092/R68/L4753,198,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/198,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",D konsumpsjon og folkeskatt,AV/RA-EA-4092/R68/L4753,204,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/204,x,x,x
Regnskapsvedlegg,1694,1694,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",Nr. 1 Postbønder,AV/RA-EA-4092/R68/L4753,208,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/208,x,x,x
Innholdfortegnelse,1695,1695,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",Innholdsfortegnelse mappe 2,AV/RA-EA-4092/R68/L4753,211,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/211,x,x,x
Regnskap,1695,1695,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",Regnskap,AV/RA-EA-4092/R68/L4753,212,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/212,x,x,x
Innholdfortegnelse,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",Innholdsfortegnelse mappe 3,AV/RA-EA-4092/R68/L4753,227,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/227,x,x,x
Regnskap,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",Regnskap,AV/RA-EA-4092/R68/L4753,229,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/229,x,x,x
Regnskapsvedlegg,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",A Jordebok,AV/RA-EA-4092/R68/L4753,233,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/233,x,x,x
Regnskapsvedlegg,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753","B Drenge-, husmanns-, håndverker- og strandsit.sk.",AV/RA-EA-4092/R68/L4753,259,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/259,x,x,x
Regnskapsvedlegg,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",C Odelsskatt og Rosstjeneste,AV/RA-EA-4092/R68/L4753,266,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/266,x,x,x
Regnskapsvedlegg,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753","Utgiftsvedlegg, Senja",AV/RA-EA-4092/R68/L4753,273,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/273,x,x,x
Regnskapsvedlegg,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",A Jordebok,AV/RA-EA-4092/R68/L4753,316,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/316,x,x,x
Regnskapsvedlegg,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753","B Drenge-, husmanns-, håndverker- og strandsit.sk.",AV/RA-EA-4092/R68/L4753,330,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/330,x,x,x
Regnskapsvedlegg,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",C Odelsskatt og Rosstjeneste,AV/RA-EA-4092/R68/L4753,335,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/335,x,x,x
Regnskapsvedlegg,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753",D Konsumpsjon og folkeskatt,AV/RA-EA-4092/R68/L4753,341,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/341,x,x,x
Regnskapsvedlegg,1696,1696,,,,Troms,Danmark,,"Fogderegnskap, nr. 4753","Utgiftsvedlegg, Tromsø",AV/RA-EA-4092/R68/L4753,347,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48851/347,x,x,x
Regnskap m. vedlegg,1697,1699,,,Fogderegnskap,Troms,Danmark,div.,"Fogderegnskap, nr. 4754",Stykke/ mappe,AV/RA-EA-4092/R68/L4754,1,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/3,x,x,x
Innholdfortegnelse,1697,1697,,,,Troms,Danmark,,"Fogderegnskap, nr. 4754",Innholdsfortegnelse mappe 1,AV/RA-EA-4092/R68/L4754,2,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/2,x,x,x
Regnskap,1697,1697,,,,Troms,Danmark,,"Fogderegnskap, nr. 4754",Regnskap,AV/RA-EA-4092/R68/L4754,4,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/4,x,x,x
Regnskapsvedlegg,1697,1697,,,,Senja fogderi,Danmark,,"Fogderegnskap, nr. 4754",A Jordebok,AV/RA-EA-4092/R68/L4754,7,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/7,x,x,x
Regnskapsvedlegg,1697,1697,,,,Senja fogderi,Danmark,,"Fogderegnskap, nr. 4754",B Odelsskatt og rosstjeneste,AV/RA-EA-4092/R68/L4754,33,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/33,x,x,x
Regnskapsvedlegg,1697,1697,,,,Senja fogderi,Danmark,,"Fogderegnskap, nr. 4754",C Vergemenn og selvfosterkarle,AV/RA-EA-4092/R68/L4754,40,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/40,x,x,x
Regnskapsvedlegg,1697,1697,,,,Senja fogderi,Danmark,,"Fogderegnskap, nr. 4754",Vedlegg,AV/RA-EA-4092/R68/L4754,45,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/45,x,x,x
Regnskapsvedlegg,1697,1697,,,,Senja fogderi,Danmark,,"Fogderegnskap, nr. 4754",19-20 Postbønder,AV/RA-EA-4092/R68/L4754,82,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/82,x,x,x
Regnskapsvedlegg,1697,1697,,,,Senja fogderi,Danmark,,"Fogderegnskap, nr. 4754",u. nr.,AV/RA-EA-4092/R68/L4754,88,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/88,x,x,x
Regnskapsvedlegg,1697,1697,,,,Troms fogderi,Danmark,,"Fogderegnskap, nr. 4754",A Jordebok,AV/RA-EA-4092/R68/L4754,89,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/89,x,x,x
Regnskapsvedlegg,1697,1697,,,,Troms fogderi,Danmark,,"Fogderegnskap, nr. 4754",B Odelsskatt og rosstjeneste,AV/RA-EA-4092/R68/L4754,103,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/103,x,x,x
Regnskapsvedlegg,1697,1697,,,,Troms fogderi,Danmark,,"Fogderegnskap, nr. 4754",C Konsumpsjon og folkeskatt,AV/RA-EA-4092/R68/L4754,109,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/109,x,x,x
Regnskapsvedlegg,1697,1697,,,,Troms fogderi,Danmark,,"Fogderegnskap, nr. 4754",Vedlegg,AV/RA-EA-4092/R68/L4754,114,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/114,x,x,x
Regnskapsvedlegg,1697,1697,,,,Troms fogderi,Danmark,,"Fogderegnskap, nr. 4754",7 Postbønder,AV/RA-EA-4092/R68/L4754,127,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/127,x,x,x
Regnskapsvedlegg,1697,1697,,,,Troms fogderi,Danmark,,"Fogderegnskap, nr. 4754",Vedlegg,AV/RA-EA-4092/R68/L4754,130,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/130,x,x,x
Innholdfortegnelse,1698,1698,,,,Troms,Danmark,,"Fogderegnskap, nr. 4754",Innholdsfortegnelse mappe 2,AV/RA-EA-4092/R68/L4754,132,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/132,x,x,x
Regnskap,1698,1698,,,,Troms,Danmark,,"Fogderegnskap, nr. 4754",Regnskap,AV/RA-EA-4092/R68/L4754,135,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/135,x,x,x
Regnskapsvedlegg,1698,1698,,,,Senja fogderi,Danmark,,"Fogderegnskap, nr. 4754",A Jordebok,AV/RA-EA-4092/R68/L4754,138,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/138,x,x,x
Regnskapsvedlegg,1698,1698,,,,Senja fogderi,Danmark,,"Fogderegnskap, nr. 4754",B Odelsskatt og rosstjeneste,AV/RA-EA-4092/R68/L4754,165,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/165,x,x,x
Regnskapsvedlegg,1698,1698,,,,Senja fogderi,Danmark,,"Fogderegnskap, nr. 4754",C Vergemenn og selvfosterkarle,AV/RA-EA-4092/R68/L4754,172,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/172,x,x,x
Regnskapsvedlegg,1698,1698,,,,Troms fogderi,Danmark,,"Fogderegnskap, nr. 4754",D Jordebok,AV/RA-EA-4092/R68/L4754,177,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/177,x,x,x
Regnskapsvedlegg,1698,1698,,,,Troms fogderi,Danmark,,"Fogderegnskap, nr. 4754",E Odelsskatt og rosstjeneste,AV/RA-EA-4092/R68/L4754,191,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/191,x,x,x
Regnskapsvedlegg,1698,1698,,,,Troms,Danmark,,"Fogderegnskap, nr. 4754",Vedlegg,AV/RA-EA-4092/R68/L4754,197,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/197,x,x,x
Regnskapsvedlegg,1698,1698,,,,Troms,Danmark,,"Fogderegnskap, nr. 4754",18 Postbønder,AV/RA-EA-4092/R68/L4754,232,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48852/232,x,x,x
