Record_type,Date,Year,Court_place,Court_type,Place,Folio,State,Creator,Useful_info,Reference,Transcribed,Tabulated,Digitized_link,Transcription_link,Table_link,Archival_portal_link
Tingbok,,1727,Finnmark Sorenskriveri,Diverse,Finnmark,,Danmark,,"Finnmark sorenskriveri, Rettergang, Justisprotokoller, nr. 38: Tingbok, 1727-1729",SATØ/S-0053/F/Fa/L0038,Nei,Nei,https://media.digitalarkivet.no/view/31088/4,x,x,x
Tingbok,,1727,Senja Sorenskriveri,Diverse,Senja,,Danmark,,"Senja sorenskriveri, tingbok nr. 2, 1727-1731",AV/SATØ-S-0260,Nei,Nei,https://media.digitalarkivet.no/view/31059/2,x,x,x
Tingbok,,1729,Tromsø Sorenskriveri,Diverse,Tromsø,,Danmark,,"Tromsø sorenskriveri, tingbok nr. 2, 1729-1744",AV/SATØ-S-0262,Nei,Nei,https://media.digitalarkivet.no/view/31063/1,x,x,x
Tingbok,,1730,Finnmark Sorenskriveri,Diverse,Finnmark,,Danmark,,"Finnmark sorenskriveri, Rettergang, Justisprotokoller, nr. 39: Tingbok, 1730-1731",SATØ/S-0053/F/Fa/L0039,Nei,Nei,https://media.digitalarkivet.no/view/31089/4,x,x,x
Tingbok,,1730,Finnmark Sorenskriveri,Diverse,Finnmark,,Danmark,,"Finnmark sorenskriveri, Rettergang, Justisprotokoller, nr. 40: Tingbok, 1730-1733",SATØ/S-0053/F/Fa/L0040,Nei,Nei,https://media.digitalarkivet.no/view/31090/3,x,x,x
Tingbok,,1730,Helgeland Sorenskriveri,Diverse,Helgeland,,Danmark,,"Helgeland sorenskriveri, tingbok nr. 9, 1730-1734",AV/SAT-A-0004/1/1A/L0008,Nei,Nei,https://media.digitalarkivet.no/view/31250/2,x,x,x
Lagtingbok,,1730,Nordland og Finnmarks Lagstol,Diverse,Nord-Norge,,Danmark,,"Nordland og Finnmarks lagstol, nr. 6: Justisprotokoll 1730-1740",AV/SAT-A-5608/X/L0006,Nei,Nei,https://media.digitalarkivet.no/view/31409/1,x,x,x
Tingbok,,1730,Lofoten Sorenskriveri,Diverse,Lofoten,,Danmark,,"Lofoten sorenskriveri, tingbok nr. 4, 1730-1797",AV/SAT-A-0017/1/1/1A/L0004,Nei,Nei,https://media.digitalarkivet.no/view/31297/2,x,x,x
Tingbok,,1731,Finnmark Sorenskriveri,Diverse,Finnmark,,Danmark,,"Finnmark sorenskriveri, Rettergang, Justisprotokoller, nr. 41: Tingbok, 1731-1735",SATØ/S-0053/F/Fa/L0041,Nei,Nei,https://media.digitalarkivet.no/view/31091/4,x,x,x
Tingbok,,1731,Salten Sorenskriveri,Diverse,Salten,,Danmark,,"Salten sorenskriveri, tingbok nr. 4, 1731-1736",AV/SAT-A-4578/1/1/1A/L0004,Nei,Nei,https://media.digitalarkivet.no/view/31281/1,x,x,x
Tingbok,,1731,Senja Sorenskriveri,Diverse,Senja,,Danmark,,"Senja sorenskriveri, tingbok nr. 3, 1731-1741",AV/SATØ-S-0260,Nei,Nei,https://media.digitalarkivet.no/view/31060/2,x,x,x
Tingbok,,1734,Helgeland Sorenskriveri,Diverse,Helgeland,,Danmark,,"Helgeland sorenskriveri, tingbok nr. 10, 1734-1739",AV/SAT-A-0004/1/1A/L0009,Nei,Nei,https://media.digitalarkivet.no/view/31251/2,x,x,x
Tingbok,,1735,Finnmark Sorenskriveri,Diverse,Finnmark,,Danmark,,"Finnmark sorenskriveri, Rettergang, Justisprotokoller, nr. 42: Tingbok, 1735-1738",SATØ/S-0053/F/Fa/L0042,Nei,Nei,https://media.digitalarkivet.no/view/31092/4,x,x,x
Tingbok,,1736,Salten Sorenskriveri,Diverse,Salten,,Danmark,,"Salten sorenskriveri, tingbok nr. 5, 1736-1741",AV/SAT-A-4578/1/1/1A/L0005,Nei,Nei,https://media.digitalarkivet.no/view/31282/1,x,x,x
Tingbok,,1737,Helgeland Sorenskriveri,Diverse,Helgeland,,Danmark,,"Helgeland sorenskriveri, tingbok nr. 11, 1737-1745",AV/SAT-A-0004/1/1A/L0010,Nei,Nei,https://media.digitalarkivet.no/view/31252/2,x,x,x
Tingbok,,1737,Vesterålen Sorenskriveri,Diverse,Vesterålen,,Danmark,,"Vesterålen sorenskriveri, tingbok nr. 3, 1737-1748",AV/SAT-A-4180/1/1/1A/L0003,Nei,Nei,https://media.digitalarkivet.no/view/31302/3,x,x,x
Tingbok,,1739,Finnmark Sorenskriveri,Diverse,Finnmark,,Danmark,,"Finnmark sorenskriveri, Rettergang, Justisprotokoller, nr. 43: Tingbok, 1739-1747",SATØ/S-0053/F/Fa/L0043,Nei,Nei,https://media.digitalarkivet.no/view/31093/3,x,x,x
Tingbok,,1739,Lofoten Sorenskriveri,Diverse,Lofoten,,Danmark,,"Lofoten sorenskriveri, tingbok nr. 5, 1739-1752",AV/SAT-A-0017/1/1/1A/L0005,Nei,Nei,https://media.digitalarkivet.no/view/31298/3,x,x,x
Tingbok,,1740,Helgeland Sorenskriveri,Diverse,Helgeland,,Danmark,,"Helgeland sorenskriveri, tingbok nr. 12a, 1740-1743",AV/SAT-A-0004/1/1A/L0011,Nei,Nei,https://media.digitalarkivet.no/view/31253/4,x,x,x
Lagtingbok,,1740,Nordland og Finnmarks Lagstol,Diverse,Nord-Norge,,Danmark,,"Nordland og Finnmarks lagstol, nr. 7: Justisprotokoll 1740-1761",AV/SAT-A-5608/X/L0007,Nei,Nei,https://media.digitalarkivet.no/view/31410/1,x,x,x
Tingbok,,1741,Salten Sorenskriveri,Diverse,Salten,,Danmark,,"Salten sorenskriveri, tingbok nr. 6, 1741-1745",AV/SAT-A-4578/1/1/1A/L0006,Nei,Nei,https://media.digitalarkivet.no/view/31283/1,x,x,x
Tingbok,,1741,Senja Sorenskriveri,Diverse,Senja,,Danmark,,"Senja sorenskriveri, tingbok nr. 4, 1741-1751",AV/SATØ-S-0260,Nei,Nei,https://media.digitalarkivet.no/view/31061/1,x,x,x
Tingbok,,1743,Helgeland Sorenskriveri,Diverse,Helgeland,,Danmark,,"Helgeland sorenskriveri, tingbok nr. 12b, 1743-1745",AV/SAT-A-0004/1/1A/L0012,Nei,Nei,https://media.digitalarkivet.no/view/31254/2,x,x,x
Tingbok,,1745,Helgeland Sorenskriveri,Diverse,Helgeland,,Danmark,,"Helgeland sorenskriveri, tingbok nr. 13, 1745-1749",AV/SAT-A-0004/1/1A/L0013,Nei,Nei,https://media.digitalarkivet.no/view/31255/2,x,x,x
Tingbok,,1745,Salten Sorenskriveri,Diverse,Salten,,Danmark,,"Salten sorenskriveri, tingbok nr. 7, 1745-1750",AV/SAT-A-4578/1/1/1A/L0007,Nei,Nei,https://media.digitalarkivet.no/view/31284/1,x,x,x
Tingbok,,1745,Senja og Troms Sorenskriveri,Diverse,Troms,,Danmark,,"Senja og Tromsø sorenskriveri, tingbok nr. 48, 1745-1760",AV/SATØ-SATØ-31/F/Fa/L0048,Nei,Nei,https://media.digitalarkivet.no/view/31064/1,x,x,x
Tingbok,,1748,Finnmark Sorenskriveri,Diverse,Finnmark,,Danmark,,"Finnmark sorenskriveri, Rettergang, Justisprotokoller, nr. 44: Tingbok, 1748-1755",SATØ/S-0053/F/Fa/L0044,Nei,Nei,https://media.digitalarkivet.no/view/31094/4,x,x,x
Tingbok,,1748,Vesterålen Sorenskriveri,Diverse,Vesterålen,,Danmark,,"Vesterålen sorenskriveri, tingbok nr. 5, 1748-1760",AV/SAT-A-4180/1/1/1A/L0005,Nei,Nei,https://media.digitalarkivet.no/view/31303/1,x,x,x
Tingbok,,1749,Helgeland Sorenskriveri,Diverse,Helgeland,,Danmark,,"Helgeland sorenskriveri, tingbok nr. 14, 1749-1753",AV/SAT-A-0004/1/1A/L0014,Nei,Nei,https://media.digitalarkivet.no/view/31256/1,x,x,x
Tingbok,,1750,Salten Sorenskriveri,Diverse,Salten,,Danmark,,"Salten sorenskriveri, tingbok nr. 8, 1750-1753",AV/SAT-A-4578/1/1/1A/L0008,Nei,Nei,https://media.digitalarkivet.no/view/31285/1,x,x,x
